"Qualification","Quali"
"MBBS, MS - ENT",4
"BDS",3
"BAMS, MS - Psychology, PhD - Psychology, MSc - Yoga",5
"BDS, MDS - Paedodontics And Preventive Dentistry",4
"BHMS",3
"BHMS",3
"BAMS",3
"MBBS, MD - Tuberculosis & Respiratory Diseases / Pulmonary Medicine",4
"MBBS, MS - ENT, FRCS - General Surgery",4
"MBBS",3
"MD - Ayurveda Medicine, MBA, Post Graduate Diploma in Clinical Research (PGDCR)",4
"MD - Dermatology , Venereology & Leprosy, MBBS",4
"MDS - Prosthodontist And Crown Bridge, BDS",4
"MBBS, DDVL, Fellowship in Dermatological Laser Surgery, Fellow of the American Academy of Dermatology (FAAD), Fellow of Academy of General Education (FAGE)",3
"MBBS, Post Graduate Diploma in Maternity and Child Health (PGDMCH)",4
"BDS, MDS - Orthodontics",4
"MBBS, Diploma in Otorhinolaryngology (DLO)",3
"BDS, MDS - Conservative Dentistry & Endodontics",4
"MBBS, MD - Pharmacology",4
"MD - Dermatology , Venereology & Leprosy",4
"BAMS",3
"BDS",3
"MBBS, MD - Community Medicine",4
"MBBS, DDVL",3
"Get inspired by remarkable stories of people like you",0
"MBBS",3
"MBBS, MD - Dermatology, Fellowship in Aesthetic Medicine",4
"BAMS",3
"MBBS, Diploma in Otorhinolaryngology (DLO), DNB - ENT",3
"BHMS",3
"MBBS, Diploma in Otorhinolaryngology (DLO)",3
"MBBS, MS - ENT, Diploma in Otorhinolaryngology (DLO)",4
"MBBS, MD - Dermatology, FRGUHS",4
"MBBS, Diploma in Otorhinolaryngology (DLO), DNB - ENT",3
"BHMS",3
"MBBS, MS - Otorhinolaryngology",4
"BAMS, Certificate in Child Health (CCH)",3
"MD - Dermatology , Venereology & Leprosy, Diploma in Anesthesiology, MBBS",4
"MBBS, DNB - Dermatology & Venereology",3
"BDS, MDS - Oral Medicine",4
"BAMS, MS - Obstetrics & Gynaecology",4
"BHMS",3
"MD - Skin & VD, MBBS",4
"MBBS",3
"BHMS",3
"BAMS, MS - Ayurveda",4
"MBBS, MS - ENT",4
"BDS, PGDMLS, MDS - Paedodontics And Preventive Dentistry",4
"BDS, MDS - Orthodontics and Orofacial Orthopaedics",4
"MBBS, PG Certificate Course In Diabetes Education(PGDCE)",4
"BAMS, PGD Yoga",4
"MD - Dermatology, MBBS",4
"BDS",3
"MBBS, FCCP - Pulmonary Medicine",4
"BAMS, MA (Yoga Shastra), Diploma in Yoga Shikshaka, Yoga Instructor's Course",4
"MD - Dermatology, MBBS",4
"BDS",3
"BDS",3
"BDS",3
"MBBS, MD - Dermatology",4
"BDS, MDS - Orthodontics",4
"MDS - Prosthodontist And Crown Bridge, BDS",4
"BAMS",3
"MD - Medicine, MBBS",4
"BDS",3
"MBBS, DGO",3
"MBBS, MD - Dermatology",4
"MBBS",3
"BDS",3
"BHMS, MD - Homeopathy",4
"BDS",3
"MBBS, DNB, DDVL",3
"D.H.M, DHMS (Diploma in Homeopathic Medicine and Surgery)",1
"MBBS",3
"MBBS, Post Graduate Diploma in Diabetology (PGDD), MD - Physiology",4
"MBBS",3
"MBBS, Post Graduate Diploma in Diabetology (PGDD), F.A.M",4
"BHMS",3
"MBBS, Diploma in Otorhinolaryngology (DLO)",3
"BHMS",3
"MD - Ayurveda Medicine, BAMS",4
"MBBS, MD - Dermatology",4
"MBBS",3
"DNB, MBBS, Diploma in Dermatology, MD - Dermatology, DNB - Dermatology & Venereology",4
"Get inspired by remarkable stories of people like you",0
"BHMS",3
"MBBS, DDVL",3
"BDS, MDS - Paedodontics And Preventive Dentistry",4
"MBBS, MS - Otorhinolaryngology, Fellowship In Phonosurgery, Fellowship in laryngology, Fellowship In Laryngology Bronchoesophagology",4
"MD - General Medicine, Diploma in Cardiology, MBBS",4
"BHMS",3
"BDS, MDS - Conservative Dentistry & Endodontics, MSc",4
"MBBS, MD - Dermatology",4
"MBBS, MD - General Medicine",4
"MBBS, Diploma in Otorhinolaryngology (DLO), DNB - ENT",3
"BDS, MDS - Oral & Maxillofacial Surgery",4
"MD - Alternate Medicine, Master of Hospital Administration, BHMS",4
"MBBS, DNB - Orthopedics/Orthopedic Surgery",3
"MBBS, MS - ENT",4
"BDS",3
"DM - Neurology, MBBS",3
"BHMS, DNHE",3
"BAMS",3
"MD - Homeopathy",4
"MBBS, MD - Pathology",4
"BSAM",3
"MS - ENT, FCPS - Oto-Rhino-Laryngology, Diploma in Otorhinolaryngology (DLO)",4
"MBBS, MD - Dermatology , Venereology & Leprosy",4
"MBBS, MD - Dermatology , Venereology & Leprosy",4
"MBBS, DDVL, DNB",3
"BHMS",3
"MBBS, MD - Dermatology , Venereology & Leprosy",4
"BDS, MDS - Oral & Maxillofacial Surgery, Basic Life Support (BLS), Advanced Trauma Life Support (ATLS)",4
"MBBS, MS - General Surgery",4
"MBBS, MS - ENT",4
"MBBS, MD - General Medicine",4
"MBBS, MS - ENT",4
"MDS - Oral & Maxillofacial Surgery",4
"MBBS, MD - Dermatology , Venereology & Leprosy",4
"BAMS",3
"Member of the Royal College of Physicians, UK (MRCP UK), DNB - Internal Medicine, Diploma in Family Medicine (DFM), MBBS",4
"MD - Physician, Diploma in Otorhinolaryngology (DLO), Fellow of Academy of General Education (FAGE), Ph. D - ENT",4
"BHMS",3
"MBBS, Diploma in Otorhinolaryngology (DLO)",3
"BHMS",3
"BHMS, MD - Homeopathy",4
"BDS, PhD - Orthodontics & Dentofacial Orthopaedics",5
"MS - ENT, MBBS",4
"MD - Ayurveda Medicine",4
"BDS, MDS",4
"BHMS",3
"BDS, MDS - Oral Medicine and Radiology",4
"MBBS, MD - Dermatology, Certificate in Laser and Dermatology",4
"MBBS, MD - Dermatology",4
"MS - ENT",4
"BDS",3
"BAMS",3
"BAMS, MD - Ayurveda Medicine",4
"MBBS, MD - Skin,VD & Leprosy",4
"BHMS",3
"BDS",3
"MBBS, MS - ENT",4
"BHMS",3
"MBBS, MD - Dermatology",4
"MBBS, Postgraduate Diploma Clinical Cardiology (PGDCC), Fellowship in Non-Invasive Cardiology (FIC)",4
"MBBS, MS - ENT",4
"MBBS, MS - ENT",4
"MBBS",3
"MBBS, MS - ENT",4
"MBBS, DNB - ENT, MS - ENT",4
"BDS",3
"BAMS, MD - Ayurveda Medicine, Post Graduate Diploma in Emergency Services (PGDEMS), DNHE, D.Y.A",4
"MBBS, Diploma in Otorhinolaryngology (DLO)",3
"MDS - Periodontology and Oral Implantology, BDS",4
"BDS, MDS - Conservative Dentistry & Endodontics, Certificate in Dental Implants, Diploma in Laser Dentistry",4
"MBBS, MS - ENT",4
"BAMS",3
"MBBS, M.H.Sc-Diabetology",4
"MBBS, Diploma in Otorhinolaryngology (DLO)",3
"MBBS, DNB - ENT",3
"BHMS",3
"BDS, MDS - Periodontics",4
"MBBS, MS - ENT",4
"MBBS, Diploma in Otorhinolaryngology (DLO)",3
"MPH, MBBS, MS - ENT",4
"BDS, MDS",4
"MBBS, MD - Dermatology",4
"B.Sc, MBBS, DDVL, MD - Dermatology",4
"MBBS, MS - Otorhinolaryngology, FRCS - General Surgery",4
"MBBS, MD - Anaesthesiology",4
"MDS - Orthodontics, BDS",4
"BAMS",3
"BDS",3
"BAMS",3
"MBBS, MD - Cardiology",4
"MBBS, MD - Dermatology",4
"BDS, MDS - Pedodontics",4
"PhD - Orthodontics & Dentofacial Orthopaedics, BDS, MDS - Orthodontics",5
"MBBS, MD - Skin,VD & Leprosy",4
"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",4
"MBBS",3
"MBBS, MD - General Medicine",4
"BHMS, MD - Homeopathy",4
"BHMS, MS - Psychology, MD - Homeo Organon",4
"MBBS, Masters in Clinical Dermatology",4
"MBBS, Diploma in Otorhinolaryngology (DLO), DNB",3
"Diploma in Skin & Vinereal Disease, Diploma of Nutrition & Diet Planning, BHMS",3
"MBBS, MD - General Medicine, DNB - Family Medicine, Post Graduate Diploma in Diabetology (PGDD)",4
"BDS",3
"BHMS",3
"MBBS",3
"MBBS",3
"BAMS",3
"BDS",3
"MBBS, DDV, Fellow of Academy of General Education (FAGE)",3
"BAMS",3
"BDS, PhD - Orthodontics & Dentofacial Orthopaedics, Fellowship and Diplomate in Implantology from ICOI (USA)",5
"BAMS, MD - Ayurveda Medicine",4
"MBBS, MS - ENT",4
"MBBS, MD - Internal Medicine, Diploma in Diabetes, Post Graduate Course in Diabetology",4
"MBBS, DO",3
"MBBS, Diploma in Otorhinolaryngology (DLO)",3
"MBBS, MD - General Medicine, PG - Echocardiography",4
"BHMS, MS - Counselling and Psychotherapy",4
"BDS",3
"BDS, MDS - Prosthodontist And Crown Bridge",4
"BDS, Certificate in Dental Implants",3
"MBBS, DDVL",3
"MDS - Conservative Dentistry & Endodontics, BDS",4
"BAMS, CGO, Certified In Panchkarma",3
"MBBS, MS - ENT",4
"BDS, MDS - Oral & Maxillofacial Surgery",4
"MBBS, MD - Dermatology , Venereology & Leprosy, DNB, Fellow Hair Transplant Surgery",4
"MBBS, DDV",3
"MD - General Medicine, DM - Pulmonary Medicine & Critical Care Medicine, MBBS, European Diploma in Respiratory Medicine, FCCP - Pulmonary Medicine",4
"MBBS, MS - ENT",4
"MD - Dermatology, MBBS",4
"Post Graduate Diploma in Diabetic Education, MBBS",4
"MBBS, Diploma in Otorhinolaryngology (DLO), DNB - Otorhinolaryngology",3
"BAMS, MS - Ayurvedic Gynecology & Obstetrics",4
"BAMS, MD - Ayurveda Medicine",4
"BDS, MDS - Oral & Maxillofacial Surgery",4
"MBBS, Diploma in Otorhinolaryngology (DLO), MS - ENT",4
"DDVL, Diploma in Industrial Hygiene, MBBS",3
"MBBS, MD - Family Medicine",4
"BDS, MDS - Pedodontics",4
"BHMS, MD - Homeopathy, Weight Management Consultant Certificate",4
"MBBS, MS - ENT",4
"BHMS",3
"MBBS, MD - Dermatology",4
"MBBS, DNB - General Medicine",3
"BDS",3
"BHMS, MD - Homeopathy",4
"BDS, MDS - Pedodontics",4
"BAMS",3
"BHMS",3
"BDS",3
"MBBS, Diploma in Otorhinolaryngology (DLO)",3
"MBBS, DVD, MD - Dermatology , Venereology & Leprosy",4
"DNB - Otorhinolaryngology, MBBS",3
"MBBS, MD - Medicine",4
"BDS, MDS - Conservative Dentistry & Endodontics",4
"MBBS, DM - Neurology",3
"BDS",3
"MBBS, MS - Otorhinolaryngology",4
"MS - Otorhinolaryngology, Fellowship (Endoscopic Sinus Surgery), MBBS",4
"MBBS, MS - ENT, DNB - ENT",4
"MBBS",3
"MBBS, MD - Internal Medicine",4
"MBBS, MD - General Medicine",4
"BAMS",3
"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",4
"MBBS, Master of Public Health (MPH), DDVL",4
"BDS",3
"MBBS",3
"BDS",3
"MBBS, MD - Internal Medicine",4
"MBBS",3
"BHMS",3
"BDS",3
"BDS",3
"MBBS, MD - General Medicine",4
"MBBS",3
"BHMS, Certificate in Child Health (CCH)",3
"BDS",3
"BHMS",3
"MD - Homeopathy, BHMS",4
"BDS",3
"MD - Homeopathy, BHMS",4
"BAMS, DNHE",3
"MD - Dermatology , Venereology & Leprosy",4
"MBBS, MS - General Surgery",4
"BAMS",3
"MBBS, Post Graduate Diploma in Diabetology (PGDD)",4
"BDS",3
"BDS, MDS - Conservative Dentistry & Endodontics",4
"MBBS, MD - TB & Chest, BHMS",4
"BAMS",3
"MBBS, MD - Dermatology, DNB - Dermatology & Venereology",4
"BDS, MDS - Prosthodontics",4
"BDS",3
"MDS - Conservative Dentistry & Endodontics, BDS",4
"MBBS, DNB, Diploma in Otorhinolaryngology (DLO)",3
"BAMS",3
"Get inspired by remarkable stories of people like you",0
"BDS, MDS",4
"MBBS",3
"MBBS, MS - ENT",4
"MBBS",3
"BHMS",3
"MBBS, DLO, DNB - Otorhinolaryngology, Fellowship in Head & Neck Oncology Surgery, Fellowship in Head & Neck Oncology Surgery, Fellowship in Head & Neck Surgery",3
"BSAM, BAMS",3
"BDS, MDS - Conservative Dentistry & Endodontics",4
"DDVL, MBBS",3
"MBBS, MD - Medicine, FRACP (Rheumatology), FRACP (Rheumatology)",4
"MBBS, MD - Dermatology",4
"MS - ENT, MBBS",4
"BHMS, MS - Psychology",4
"BAMS",3
"MBBS, DNB - Dermatology & Venereology, Fellowship in LASERs & Aesthetics",3
"MBBS, MD - Dermatology , Venereology & Leprosy, Fellowship in Dermatological Laser Surgery",4
"MBBS",3
"MBBS, DDVL, F.C.P.S (Dermatology)",3
"BDS",3
"BHMS",3
"BHMS",3
"MBBS",3
"MDS - Oral & Maxillofacial Surgery, BDS",4
"MS - Ayurveda, BAMS",4
"BDS",3
"BAMS",3
"MBBS, MD - General Medicine, Diploma in Diabetes",4
"MBBS, MS - ENT",4
"BHMS",3
"BHMS, Diploma of Nutrition & Diet Planning",3
"MBBS, Fellowship in Diabetology, MRCP (UK)",4
"BDS",3
"MBBS, MS - ENT",4
"BHMS, MD - Homeopathy",4
"MBBS, MD - General Medicine",4
"MBBS, MS - General Surgery",4
"MBBS, MS - ENT",4
"MBBS, MD - General Medicine, Diploma in Cardiology",4
"MBBS, DNB - Otorhinolaryngology",3
"BHMS, Doctor of Homeopathic Medicine (HMD)",4
"DNB - ENT, MS - ENT, DORL (ENT), FCPS - Oto-Rhino-Laryngology, MRCS (UK), MBBS",4
"BAMS, MD - Ayurveda Medicine",4
"MBBS, MS - ENT",4
"BDS",3
"MBBS, MS - General Surgery, FRCS - General Surgery",4
"MBBS, MD - General Medicine",4
"BAMS, MD - Ayurveda Medicine",4
"MBBS, Diploma in Dermatology, MD - Dermatology",4
"BDS, MDS - Prosthodontics",4
"BAMS",3
"MBBS, MS - ENT",4
"MBBS, Post Graduate Diploma in Health Sciences (PGDHSc), Master of Health Sciences (MHSc)",4
"Fellowship in Diabetology, MBBS",3
"MBBS, MD - Dermatology",4
"BHMS",3
"MBBS, MD - General Medicine",4
"MBBS, MD - Dermatology , Venereology & Leprosy",4
"MBBS",3
"BHMS, MD - Homeopathy",4
"MBBS, Postgraduate Diploma Clinical Cardiology (PGDCC), Master of Health Sciences (MHSc), MRCP (UK), MD - Medicine",4
"BHMS, PGMHA",4
"BDS, MDS - Conservative Dentistry & Endodontics",4
"BDS",3
"MD - Dermatology, MBBS",4
"MBBS, DDV",3
"BHMS",3
"MBBS, MS - ENT",4
"MBBS, MS - Otorhinolaryngology",4
"MD - Homeopathy, BHMS",4
"BDS",3
"BDS, Certificate of Oral Implantology",3
"BHMS, Diploma in Dermatology",3
"MBBS",3
"BAMS",3
"MBBS, MD - Medicine",4
"BDS",3
"BAMS",3
"BDS",3
"BAMS",3
"BDS, MDS - Paedodontics And Preventive Dentistry",4
"MBBS, Indian Diploma Critical Care Medicine (IDCCM), Diploma in Emergency Medicine, Diploma in Anesthesiology",3
"BHMS",3
"MBBS, MS - Otorhinolaryngology, Diploma in Otorhinolaryngology (DLO)",4
"MBBS, DDV",3
"MBBS, MS - ENT",4
"BDS, MDS - Oral & Maxillofacial Surgery",4
"MBBS, MD - Dermatology, Fellow of the American Academy of Dermatology (FAAD)",4
"MDS - Orthodontics and Dentofacial Orthopaedics",4
"MBBS, DDV",3
"BDS, MDS - Conservative Dentistry & Endodontics",4
"MD - Dermatology, MBBS",4
"BDS, Fellow of Academy of General Education (FAGE)",3
"MBBS, Fellowship in Dermatological Laser Surgery, MD - Dermatology , Venereology & Leprosy",4
"MBBS",3
"MBBS, MD - General Medicine",4
"MBBS, MD - General Medicine",4
"BAMS, MD - Ayurveda Medicine",4
"MRCGP, MRCS (UK), MBBS",4
"BDS",3
"MBBS",3
"BDS, MDS - Orthodontics and Dentofacial Orthopaedics",4
"BAMS",3
"BAMS, MD - Ayurveda Medicine",4
"MBBS, MD - Dermatology, Diploma in Dermatology",4
"BHMS",3
"MBBS, MD - Dermatology , Venereology & Leprosy",4
"MDS - Conservative Dentistry & Endodontics",4
"BDS",3
"BDS, MDS - Prosthodontics",4
"BDS, MDS - Prosthodontics, Diploma in Health Administration, Certification in Laser Dentistry",4
"BDS, Certificate in Cosmetic Dentistry, Post Graduate Diploma in Orthodontics",4
"BAMS",3
"BHMS, PGDHHM",4
"BAMS, M. SC in YOGA",4
"BDS",3
"Diploma in Naturopathy & Yogic Science (DNYT), BHMS",3
"BAMS",3
"MBBS, MS - ENT",4
"MBBS, DM - Nephrology",3
"MBBS, MS - ENT, Diploma in Child Health (DCH)",4
"MBBS, MS - ENT",4
"MBBS, MD - Dermatology",4
"BAMS, Diploma In Pharmacy",3
"MD - Dermatology",4
"MS - Otorhinolaryngology",4
"MBBS, Diploma in Otorhinolaryngology (DLO)",3
"MBBS",3
"BDS, MDS - Prosthodontics",4
"BHMS, Post Graduate Diploma in Medical Cosmetology (PGDMC)",4
"BAMS, MD - Ayurveda Medicine",4
"MBBS, MS - ENT",4
"BDS, MDS - Oral & Maxillofacial Surgery, FFDRCSI",4
"BDS",3
"MBBS",3
"BDS, MDS - Prosthodontics",4
"BHMS",3
"MBBS, MD - Dermatology, DDV",4
"BAMS, MD- Dravya Guna",4
"BAMS",3
"BAMS, MD - Ayurveda Medicine",4
"MBBS",3
"LCEH, CGO",0
"BDS, Certificate in Dental Implants, Certification in Full Mouth Rehabilitation",3
"MBBS, DLO, DNB - ENT",3
"MBBS, MD - Dermatology",4
"BHMS",3
"BDS, MDS - Prosthodontics, FICOI",4
"MBBS, MD - Dermatology , Venereology & Leprosy",4
"BHMS, MD - Homeopathy",4
"BHMS",3
"MBBS",3
"BDS, MDS - Conservative Dentistry & Endodontics",4
"MBBS",3
"BAMS",3
"BDS, MDS - Prosthodontist & Oral Implantologist",4
"MBBS, Diploma in Otorhinolaryngology (DLO)",3
"BSAM, BAMS",3
"MBBS, MD - Dermatology",4
"MBBS, MD - Dermatology , Venereology & Leprosy",4
"MBBS",3
"BDS, MDS - Paedodontics And Preventive Dentistry",4
"MD - Anaesthesiology, MBBS",4
"BAMS",3
"BAMS, DYSc., Post Graduate in Clinical Psychology, Certificate Course in Panchakarma, Certificate Course in Nadi Sutra",4
"MBBS, MD - Skin & VD",4
"BDS",3
"BDS, MDS - Oral & Maxillofacial Surgery",4
"MBBS, DNB - Internal Medicine",3
"MBBS, DM - Gastroenterology, FAGE, MD - General Medicine",4
"MBBS, DNB - General Medicine, FRCP, Post Graduate Certificate In Hiv And Std Manegement, Fellowship in Rheumatology, Fellow Indian Academy Of Clinical Medicine, Advance Course In Osteoporosis, EULAR certificate for Rheumatic Diseases",4
"BDS",3
"MBBS",3
"MBBS, MD - Radio Diagnosis/Radiology",4
"BDS, Diploma in Implant Dentistry",3
"MBBS",3
"DDVL, MBBS, Fellowship in Cosmetology",3
"MBBS",3
"MBBS, MRCP (UK), CCT - Dermatology, Diploma in ABLS (USA)",4
"MBBS, Diploma in Otorhinolaryngology (DLO), DAA - Diploma in Allergy Asthma and Immunology",3
"MBBS",3
"BAMS",3
"BHMS",3
"BHMS",3
"BDS, MDS - Prosthodontist And Crown Bridge",4
"MBBS, Diploma in Tuberculosis and Chest Diseases (DTCD)",3
"BAMS",3
"MBBS, MD - Dermatology , Venereology & Leprosy, FCPS - Dermatology, Venereology & Leprosy",4
"MRCP (UK), MBBS, MD - General Medicine",4
"MDS - Periodontology and Oral Implantology, BDS",4
"BDS",3
"BHMS",3
"BHMS",3
"BDS",3
"BHMS",3
"MBBS, DNB - Dermatology & Venereology",3
"BAMS",3
"MBBS, MS - ENT, DNB - ENT",4
"MBBS, MD - Medicine, MD - Diabetology",4
"BAMS, Yoga Instructor's Course, Certified Course in Yoga",3
"MBBS, Diploma in Diabetes",3
"BAMS",3
"MD - Dermatology, MBBS",4
"BAMS",3
"BAMS",3
"BAMS",3
"MBBS, MS - Otorhinolaryngology",4
"MBBS, MD - Internal Medicine",4
"MBBS",3
"BDS, FPFA, MDS - Orthodontics and Dentofacial Orthopaedics, Fellowship in Implant and Esthetic Dentistry",4
"MBBS, MD - Dermatology , Venereology & Leprosy",4
"MS - Otorhinolaryngology, MBBS",4
"MBBS, MD - Medicine",4
"MBBS, MD - Dermatology , Venereology & Leprosy",4
"MBBS, MD - Dermatology",4
"MS - ENT, MBBS",4
"Diploma in Otorhinolaryngology (DLO), MBBS",3
"MBBS, MS - Otorhinolaryngology",4
"BAMS, BAMS",3
"MBBS",3
"BDS, MDS - Oral Medicine and Radiology",4
"MD - Skin & VD, MBBS",4
"MBBS, MD - Anaesthesiology",4
"BHMS",3
"MBBS, MD - Internal Medicine, Fellowship in Diabetology",4
"MDS - Preventive and Public Health Dentistry, BDS",4
"MD - Dermatology",4
"CGO, BAMS",3
"BAMS",3
"MBBS, MD - General Medicine",4
"MBBS, DNB - Dermatology & Venereology",3
"MBBS, MD - General Medicine",4
"MBBS, MS - Otorhinolaryngology",4
"MBBS, DVD",3
"MD - Dermatology, MBBS",4
"BHMS",3
"MBBS, Diploma in Otorhinolaryngology (DLO)",3
"BDS, MDS",4
"MD - Dermatology , Venereology & Leprosy, MBBS",4
"BDS",3
"BAMS, Yoga Instructor's Course, Certificate in Food and Nutrition, Certificate course in Reiki",3
"BHMS",3
"MBBS, MD - Medicine",4
"BHMS, Certificate in Nutrition and Health in Hospitalized , Certificate in Guidance and Counselling",3
"MD - Homeopathy",4
"BDS",3
"MBBS, MD - Dermatology",4
"MBBS, DNB - General Medicine, DNB - Nephrology",3
"MBBS",3
"MBBS",3
"BDS, MDS - Oral & Maxillofacial Surgery",4
"MBBS",3
"BAMS",3
"MBBS",3
"BDS",3
"BDS",3
"BAMS, Post Graduate Diploma in Healthcare Management(PGDHM), Post graduate diploma in Health Management, Post Graduate Diploma in Hospital & Healthcare Management",4
"MBBS, MD - Dermatology , Venereology & Leprosy",4
"BDS, MDS - Oral & Maxillofacial Surgery",4
"BHMS",3
"MBBS, MD - Dermatology , Venereology & Leprosy, Diploma in Medical Cosmetology",4
"MBBS, MS - General Surgery, MCh - Neuro Surgery",4
"MBBS, Diploma in Hospital Administration",3
"BHMS",3
"BDS",3
"MBBS, MD - Internal Medicine",4
"MBBS, Diploma in Otorhinolaryngology (DLO)",3
"BAMS, MS - Ayurveda",4
"BDS",3
"MD - Homeopathy",4
"MBBS",3
"BHMS, PGDPC (Post Graduation Diploma In Psychological Counselling)",4
"MBBS, DDV",3
"MBBS, DDVL",3
"MBBS, MD - Transfusion Medicine",4
"BDS",3
"MBBS, MD - Dermatology",4
"BAMS",3
"MD - Dermatology",4
"BHMS",3
"MBBS, DVD, DNB - Dermatology & Venereology, Fellowship in Dermatology",3
"MBBS",3
"BDS, MDS - Oral Medicine",4
"BDS, MDS - Prosthodontist And Crown Bridge",4
"BHMS",3
"BHMS",3
"BAMS",3
"BHMS",3
"MBBS, DVD, MRCGP",4
"MBBS, MD - Dermatology",4
"MBBS, Certificate Course in Evidence Based Diabetes Management (CCEBDM), MD - Bio-Chemistry",4
"MBBS, MS - ENT, FRCS - General Surgery",4
"DNB - Dermatology & Venereology, MBBS, DDVL",3
"MBBS, DNB - Nephrology, MD - General Medicine",4
"BDS",3
"MDS - Conservative Dentistry & Endodontics, BDS",4
"MBBS, Diploma in Otorhinolaryngology (DLO)",3
"MS - ENT, Diploma in Otorhinolaryngology (DLO), MBBS",4
"MS - ENT, MBBS",4
"PGD ND, BAMS, Fellow of Academy of General Education (FAGE), Doctor of Medicine (Alternate Medicine)",4
"BAMS, Certificate in Child Health (CCH), CGO",3
"BHMS, MD - Homeopathy, Diploma in Trichology - Cosmetology",4
"BDS, MDS - Prosthodontics",4
"MBBS, MD - General Medicine",4
"MBBS, DDV",3
"MBBS, MS - Otorhinolaryngology",4
"BHMS",3
"MBBS, Diploma in Otorhinolaryngology (DLO), MD - Medicine",4
"MBBS, MSc",4
"MBBS, Diploma in Otorhinolaryngology (DLO), MRCS (UK)",4
"BDS",3
"MBBS, MD - Dermatology, DDV",4
"MBBS, MD - Dermatology , Venereology & Leprosy",4
"MBBS, Diploma in Diabetology",3
"MBBS, DDV, MBBS, DVD",3
"BDS",3
"MBBS, DDVL",3
"BHMS",3
"BHMS, MD - Homeopathy",4
"MD - Dermatology , Venereology & Leprosy, DDVL, MBBS, Fellowship in Medical Cosmetology",4
"MDS - Oral Medicine and Radiology, BDS",4
"BDS, MDS - Conservative Dentistry & Endodontics",4
"MBBS, DDVL",3
"BDS",3
"MBBS, Diploma in Otorhinolaryngology (DLO), MS - ENT",4
"MDS - Orthodontics and Dentofacial Orthopaedics, BDS",4
"BDS, MDS - Oral Medicine and Radiology",4
