"Qualification","Experience","Place","Profile","Fees","Qual","nyear","nplace","nprof","city","targetdata_Ayurveda","targetdata_Dentist","targetdata_Dermatologists","targetdata_ENT Specialist","targetdata_General Medicine","targetdata_Homeopath","targetdata_ Bangalore","targetdata_ Chennai","targetdata_ Coimbatore","targetdata_ Delhi","targetdata_ Ernakulam","targetdata_ Hyderabad","targetdata_ Mumbai","targetdata_ Sector 5","targetdata_ Thiruvananthapuram","targetdata_unknown"
"DNB - Dermatology & Venereology, MBBS","7 years experience","Juhu, Mumbai","Dermatologists",500,2,7,7,3," Mumbai",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"BDS, MDS - Oral & Maxillofacial Surgery","11 years experience","Mylapore, Chennai","Dentist",500,2,11,2,2," Chennai",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"BAMS, Fellowship in Cardiac Rehabilitation","9 years experience","Mira Bhayandar, Mumbai","Ayurveda",150,2,9,7,1," Mumbai",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"BHMS","5 years experience","Porur, Chennai","Homeopath",450,1,5,2,6," Chennai",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"MD - General Medicine, MBBS","11 years experience","Ghatkopar East, Mumbai","General Medicine",500,2,11,7,5," Mumbai",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"MBBS, MD - General Medicine, Post Graduate Diploma in Diabetology (PGDD)","17 years experience","Kalina, Mumbai","General Medicine",750,3,17,7,5," Mumbai",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"MD - Dermatology, MBBS","22 years experience","Malabar Hill, Mumbai","Dermatologists",100,2,22,7,3," Mumbai",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"MBBS","41 years experience","Ramnagar, Coimbatore","General Medicine",150,1,41,3,5," Coimbatore",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"BDS, MDS - Prosthodontics","16 years experience","Perumbakkam, Chennai","Dentist",500,2,16,2,2," Chennai",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"MDS - Oral & Maxillofacial Surgery, Fellow of Academy of General Education (FAGE), BDS, Certificate Course in Oral Implantology","9 years experience","Ghatkopar West, Mumbai","Dentist",500,4,9,7,2," Mumbai",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"BDS, Post Graduate Certificate in Endodontics (PGCE)","18 years experience","Nanganallur, Chennai","Dentist",100,2,18,2,2," Chennai",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"MBBS, MD - Dermatology , Venereology & Leprosy, DNB - Dermatology & Venereology","10 years experience","CV Raman Nagar, Bangalore","Dermatologists",500,4,10,1,3," Bangalore",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"MBBS, DVD","15 years experience","Mira Road, Mumbai","Dermatologists",400,2,15,7,3," Mumbai",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"BHMS","27 years experience","Mulund West, Mumbai","Homeopath",900,1,27,7,6," Mumbai",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"MDS - Paedodontics And Preventive Dentistry, BDS","4 years experience","Ghatkopar East, Mumbai","Dentist",100,2,4,7,2," Mumbai",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"BDS, MDS - Orthodontics","19 years experience","Gachibowli, Hyderabad","Dentist",500,2,19,6,2," Hyderabad",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"BDS","3 years experience","Mulund East, Mumbai","Dentist",100,1,3,7,2," Mumbai",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"BAMS","2 years experience","Paschim Vihar, Delhi","Ayurveda",250,1,2,4,1," Delhi",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"MBBS, MS - ENT, Fellow of Academy of General Education (FAGE)","13 years experience","Kaggadasapura, Bangalore","ENT Specialist",350,3,13,1,4," Bangalore",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"MBBS, MS - ENT","17 years experience","Pitampura, Delhi","ENT Specialist",700,2,17,4,4," Delhi",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"MBBS, Diploma in Dermatology, DNB - Dermatology & Venereology","28 years experience","Kilpauk, Chennai","Dermatologists",600,3,28,2,3," Chennai",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"BAMS","5 years experience","Bellandur, Bangalore","Ayurveda",200,1,5,1,1," Bangalore",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"MBBS, Post Graduate Diploma in Diabetology (PGDD), Fellowship in Diabetology","19 years experience","Dahisar East, Mumbai","General Medicine",500,3,19,7,5," Mumbai",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"BAMS, MD - Ayurveda Medicine","12 years experience","Sion West, Mumbai","Ayurveda",600,2,12,7,1," Mumbai",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"MBBS, Diploma in Otorhinolaryngology (DLO), DNB - Otorhinolaryngology","20 years experience","Vileparle West, Mumbai","ENT Specialist",100,3,20,7,4," Mumbai",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"MBBS","34 years experience","Karol Bagh, Delhi","General Medicine",400,1,34,4,5," Delhi",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"BHMS","14 years experience","Vasant Kunj, Delhi","Homeopath",500,1,14,4,6," Delhi",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"BDS, MDS, Certificate in Dental Implants","17 years experience","Panampilly Nagar, Ernakulam","Dentist",200,3,17,5,2," Ernakulam",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"MBBS, Diploma in Otorhinolaryngology (DLO), FRCS","25 years experience","Kilpauk, Chennai","ENT Specialist",100,3,25,2,4," Chennai",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"MBBS, MD - General Medicine","14 years experience","Powai, Mumbai","General Medicine",100,2,14,7,5," Mumbai",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"DHMS (Diploma in Homeopathic Medicine and Surgery)","42 years experience","Safdarjung Enclave, Delhi","Homeopath",500,1,42,4,6," Delhi",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"BDS, MDS","6 years experience","Rajouri Garden, Delhi","Dentist",500,2,6,4,2," Delhi",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"MD - Dermatology , Venereology & Leprosy, MBBS, DNB - Dermatology & Venereology","6 years experience","Ashok Vihar Phase 3, Delhi","Dermatologists",600,4,6,4,3," Delhi",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"MBBS, MD - Dermatology","13 years experience","Nampally, Hyderabad","Dermatologists",400,2,13,6,3," Hyderabad",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"MBBS, Diploma in Otorhinolaryngology (DLO)","15 years experience","Siddapura, Bangalore","ENT Specialist",350,2,15,1,4," Bangalore",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"MD - Ayurveda Medicine, BAMS","9 years experience","Vileparle East, Mumbai","Ayurveda",500,2,9,7,1," Mumbai",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"MBBS, DDVL, DNB - Dermatology, Venereology & Leprosy","10 years experience","Jubilee Hills, Hyderabad","Dermatologists",500,4,10,6,3," Hyderabad",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"MBBS, MD - Internal Medicine","24 years experience","Panchsheel Park, Delhi","General Medicine",100,2,24,4,5," Delhi",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"BHMS","18 years experience","Wadala, Mumbai","Homeopath",100,1,18,7,6," Mumbai",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"MBBS, Diploma in Otorhinolaryngology (DLO)","18 years experience","Indiranagar, Bangalore","ENT Specialist",250,2,18,1,4," Bangalore",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"BAMS","16 years experience","Punjagutta, Hyderabad","Ayurveda",500,1,16,6,1," Hyderabad",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"BDS, MDS - Paedodontics And Preventive Dentistry","9 years experience","Greater Kailash, Delhi","Dentist",500,2,9,4,2," Delhi",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"BHMS","12 years experience","Indiranagar, Bangalore","Homeopath",250,1,12,1,6," Bangalore",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"BDS","9 years experience","Gandhipuram, Coimbatore","Dentist",150,1,9,3,2," Coimbatore",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"MBBS, MS - ENT, DNB - ENT","18 years experience","Manapakkam, Chennai","ENT Specialist",500,3,18,2,4," Chennai",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"MBBS, DNB","34 years experience","Jayanagar 9 Block, Bangalore","General Medicine",300,2,34,1,5," Bangalore",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"MPH, BDS","8 years experience","Habsiguda, Hyderabad","Dentist",300,2,8,6,2," Hyderabad",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"MBBS, MD - Dermatology , Venereology & Leprosy","7 years experience","Neredmet, Hyderabad","Dermatologists",300,3,7,6,3," Hyderabad",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"BDS, MDS","9 years experience","Bandra West, Mumbai","Dentist",100,2,9,7,2," Mumbai",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"MBBS, MD - Dermatology","17 years experience","Nallakunta, Hyderabad","Dermatologists",400,2,17,6,3," Hyderabad",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"MBBS, CCEDM","42 years experience","Saibaba Colony, Coimbatore","General Medicine",100,2,42,3,5," Coimbatore",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"MBBS","48 years experience","Goregaon West, Mumbai","General Medicine",100,1,48,7,5," Mumbai",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"MBBS, MD - Dermatology , Venereology & Leprosy","37 years experience","Sarita Vihar, Delhi","Dermatologists",100,3,37,4,3," Delhi",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"MBBS, MD - General Medicine","17 years experience","Nizampet, Hyderabad","General Medicine",300,2,17,6,5," Hyderabad",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"MD - Ayurveda Medicine","35 years experience","Marathahalli, Bangalore","Ayurveda",30,1,35,1,1," Bangalore",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"MD - Physician, CCEBDM","15 years experience","Lajpat Nagar 4, Delhi","General Medicine",100,2,15,4,5," Delhi",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"DDV, MBBS","32 years experience","Banashankari 1st Stage, Bangalore","Dermatologists",350,2,32,1,3," Bangalore",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"BDS, MDS - Pedodontics","11 years experience","Vellakinar, Coimbatore","Dentist",150,2,11,3,2," Coimbatore",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"MBBS, MS - ENT, DNB - ENT","23 years experience","Pitampura, Delhi","ENT Specialist",100,3,23,4,4," Delhi",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"BHMS, MD - Homeopathy","13 years experience","Borivali East, Mumbai","Homeopath",500,2,13,7,6," Mumbai",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"DDVL, MBBS, DNB - Dermatology & Venereology, FAGE","12 years experience","Lingampally, Hyderabad","Dermatologists",650,4,12,6,3," Hyderabad",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"BDS, MDS - Oral & Maxillofacial Surgery","21 years experience","Vijayanagar, Bangalore","Dentist",150,2,21,1,2," Bangalore",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"BDS, MDS - Periodontics","18 years experience","Egmore, Chennai","Dentist",300,2,18,2,2," Chennai",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"BDS, MDS","10 years experience","Ramanathapuram, Coimbatore","Dentist",150,2,10,3,2," Coimbatore",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"MDS - Prosthodontics, BDS, Fellowship and Diplomate in Implantology from ICOI (USA)","7 years experience","JP Nagar 3 Phase, Bangalore","Dentist",200,3,7,1,2," Bangalore",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"MBBS, MS - Otorhinolaryngology","24 years experience","Patparganj, Delhi","ENT Specialist",700,2,24,4,4," Delhi",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"BAMS, Post Graduate Diploma in Holistic Healthcare","17 years experience","Banjara Hills, Hyderabad","Ayurveda",350,2,17,6,1," Hyderabad",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"BDS, Fellowship in Oral implantlogy","7 years experience","Mehdipatnam, Hyderabad","Dentist",200,2,7,6,2," Hyderabad",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"BAMS","12 years experience","Katwaria Sarai, Delhi","Ayurveda",100,1,12,4,1," Delhi",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Graduate Diploma in Family Medicine, Singapore, MBBS","26 years experience","HSR Layout, Bangalore","General Medicine",300,3,26,1,5," Bangalore",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"MBBS, DDVL","6 years experience","East Marredpally, Hyderabad","Dermatologists",300,2,6,6,3," Hyderabad",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"MBBS, MS - ENT","26 years experience","Peeragarhi, Delhi","ENT Specialist",400,2,26,4,4," Delhi",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"BDS","7 years experience","BTM Layout 2nd Stage, Bangalore","Dentist",100,1,7,1,2," Bangalore",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"MBBS, DDV, FCPS - Dermatology, Venereology & Leprosy, DNB - Dermatology & Venereology","14 years experience","Kandivali West, Mumbai","Dermatologists",500,5,14,7,3," Mumbai",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"MBBS, MRCP (UK), DVD, DNB - Dermatology & Venereology","23 years experience","Santacruz West, Mumbai","Dermatologists",100,4,23,7,3," Mumbai",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"MBBS","17 years experience","Mira Road, Mumbai","General Medicine",100,1,17,7,5," Mumbai",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"MRCPCH (UK), MBBS","19 years experience","Pragathi Nagar, Hyderabad","General Medicine",100,2,19,6,5," Hyderabad",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"MBBS, MD - Dermatology , Venereology & Leprosy","11 years experience","Sarjapur Road, Bangalore","Dermatologists",400,3,11,1,3," Bangalore",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"MBBS, MS - Otorhinolaryngology","27 years experience","Mahim, Mumbai","ENT Specialist",800,2,27,7,4," Mumbai",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"MBBS, MD - Dermatology","9 years experience","Navalur, Chennai","Dermatologists",400,2,9,2,3," Chennai",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"BDS","5 years experience","Mira Road, Mumbai","Dentist",100,1,5,7,2," Mumbai",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"MBBS, DDVL","13 years experience","Marathahalli, Bangalore","Dermatologists",400,2,13,1,3," Bangalore",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"MBBS","38 years experience","Old Rajendra Nagar, Delhi","General Medicine",100,1,38,4,5," Delhi",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"BHMS, MD - Homeopathy","27 years experience","Malviya Nagar, Delhi","Homeopath",100,2,27,4,6," Delhi",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"BHMS","7 years experience","LB Nagar, Hyderabad","Homeopath",200,1,7,6,6," Hyderabad",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"MBBS, MD - General Medicine","35 years experience","Ashok Vihar Phase 1, Delhi","General Medicine",600,2,35,4,5," Delhi",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"BHMS","21 years experience","New Rajendra Nagar, Delhi","Homeopath",700,1,21,4,6," Delhi",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"BDS","24 years experience","CR Park, Delhi","Dentist",500,1,24,4,2," Delhi",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"BHMS","19 years experience","Nizampet, Hyderabad","Homeopath",200,1,19,6,6," Hyderabad",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"BDS","15 years experience","Rajakilpakkam, Chennai","Dentist",100,1,15,2,2," Chennai",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"MBBS, DLO, MS - ENT","39 years experience","Kakkanad, Ernakulam","ENT Specialist",200,3,39,5,4," Ernakulam",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"MBBS","30 years experience","Borivali West, Mumbai","General Medicine",150,1,30,7,5," Mumbai",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"BAMS","7 years experience","Hari Nagar, Delhi","Ayurveda",100,1,7,4,1," Delhi",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"MBBS","41 years experience","Tripunithura, Ernakulam","General Medicine",80,1,41,5,5," Ernakulam",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"BHMS","8 years experience","Mehrauli, Delhi","Homeopath",300,1,8,4,6," Delhi",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"MBBS, MS - ENT, Diploma in Otorhinolaryngology (DLO)","49 years experience","Ramnagar, Coimbatore","General Medicine",100,3,49,3,5," Coimbatore",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"BAMS","8 years experience","HBR Layout, Bangalore","Ayurveda",100,1,8,1,1," Bangalore",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"MBBS, DDVL","13 years experience","Nungambakkam, Chennai","Dermatologists",500,2,13,2,3," Chennai",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"MS - Otorhinolaryngology, MBBS","5 years experience","Borivali West, Mumbai","ENT Specialist",500,2,5,7,4," Mumbai",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"MBBS, Diploma in Medical Radio-Diagnosis","9 years experience","Viveknagar, Bangalore","General Medicine",300,2,9,1,5," Bangalore",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"MBBS, Diploma in Otorhinolaryngology (DLO), DNB - ENT","12 years experience","Shivaji Nagar, Bangalore","ENT Specialist",100,3,12,1,4," Bangalore",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"BDS","4 years experience","Marathahalli, Bangalore","Dentist",200,1,4,1,2," Bangalore",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"MBBS, Diploma in Dermatology, Fellowship in Aesthetic Medicine","24 years experience","Karkardooma, Delhi","Dermatologists",600,3,24,4,3," Delhi",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"MBBS, D.Ortho Fellow Arthroscopy & Arthroplasty(AUST), DNB - Orthopedics/Orthopedic Surgery","32 years experience","Kilpauk, Chennai","General Medicine",100,3,32,2,5," Chennai",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"MBBS","28 years experience","Kumara Park West, Bangalore","General Medicine",300,1,28,1,5," Bangalore",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"MD - Dermatology, MBBS","7 years experience","Lingampally, Hyderabad","Dermatologists",650,2,7,6,3," Hyderabad",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"MBBS, MD - General Medicine","13 years experience","Langer House, Hyderabad","General Medicine",250,2,13,6,5," Hyderabad",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"DHMS (Diploma in Homeopathic Medicine and Surgery)","22 years experience","Kandivali West, Mumbai","Homeopath",100,1,22,7,6," Mumbai",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"MD - Dermatology, MBBS, DNB - Dermatology, Venereology & Leprosy, MNAMS - DERMATOLOGY","13 years experience","Subhash Nagar, Delhi","Dermatologists",700,5,13,4,3," Delhi",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"MBBS, Post Graduate Course in Diabetology, Fellowship in Diabetology","17 years experience","Kalyan Nagar, Bangalore","General Medicine",400,3,17,1,5," Bangalore",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"MD - Dermatology , Venereology & Leprosy, MBBS, Fellowship in Pediatric Dermatology, Fellowship in Dermatological Laser Surgery, Fellow Hair Transplant Surgery","9 years experience","Andheri West, Mumbai","Dermatologists",600,6,9,7,3," Mumbai",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
"MBBS, Basic Life Support (BLS), ACLS, Advanced Trauma Life Support (ATLS)","3 years experience","Mallepally, Hyderabad","General Medicine",200,4,3,6,5," Hyderabad",0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"BAMS","37 years experience","Jogeshwari West, Mumbai","Ayurveda",50,1,37,7,1," Mumbai",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"BDS, Fellowship and Diplomate in Implantology from ICOI (USA), Certificate in Dental Implants","14 years experience","Yamuna Vihar, Delhi","Dentist",200,3,14,4,2," Delhi",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"MBBS, MD - Medicine","31 years experience","East Of Kailash, Delhi","General Medicine",900,2,31,4,5," Delhi",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"BHMS","16 years experience","RT Nagar, Bangalore","Homeopath",450,1,16,1,6," Bangalore",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"MS - ENT","3 years experience","Eroor South, Ernakulam","ENT Specialist",250,1,3,5,4," Ernakulam",0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"MBBS, DDVL","14 years experience","Kukatpally, Hyderabad","Dermatologists",450,2,14,6,3," Hyderabad",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"MBBS, MD - General Medicine","10 years experience","Malad West, Mumbai","General Medicine",600,2,10,7,5," Mumbai",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"MBBS, Diploma in Dermatology","8 years experience","Lajpat Nagar III, Delhi","Dermatologists",700,2,8,4,3," Delhi",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"BDS, MDS - Oral Medicine and Radiology, Certificate Course in Implantology","35 years experience","Indiranagar, Bangalore","Dentist",400,3,35,1,2," Bangalore",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"MBBS, Diploma in Otorhinolaryngology (DLO), DNB - ENT","19 years experience","Kodungaiyur, Chennai","ENT Specialist",150,3,19,2,4," Chennai",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"MBBS, DGO, MD - Obstetrics & Gynaecology","54 years experience","Kumarapuram, Thiruvananthapuram","General Medicine",500,3,54,8,5," Thiruvananthapuram",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"MBBS, Diploma in Child Health (DCH)","46 years experience","Kuppakonanpudur, Coimbatore","General Medicine",150,2,46,3,5," Coimbatore",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"BDS","6 years experience","Paradise, Hyderabad","Dentist",250,1,6,6,2," Hyderabad",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"MBBS, Diploma in Otorhinolaryngology (DLO)","16 years experience","Rajajinagar, Bangalore","ENT Specialist",400,2,16,1,4," Bangalore",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"BHMS","15 years experience","Bhandup West, Mumbai","Homeopath",100,1,15,7,6," Mumbai",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"MBBS, MD - Alternate Medicine","44 years experience","Andheri East, Mumbai","General Medicine",300,2,44,7,5," Mumbai",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"MBBS, MS - ENT, Diploma in Otorhinolaryngology (DLO)","0 years experience","Saligramam, Chennai","ENT Specialist",100,3,0,2,4," Chennai",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"BAMS, MD - Alternate Medicine, Diploma In Pharmacy","20 years experience","Rohini Sector 4, Delhi","Ayurveda",200,3,20,4,1," Delhi",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"BDS","7 years experience","Lajpat Nagar, Delhi","Dentist",250,1,7,4,2," Delhi",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"MBBS","44 years experience","Edapally, Ernakulam","General Medicine",100,1,44,5,5," Ernakulam",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"BHMS","0 years experience","Vidyanagar, Hyderabad","Homeopath",200,1,0,6,6," Hyderabad",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"BAMS, MD - Ayurveda Medicine","19 years experience","Matunga, Mumbai","Ayurveda",500,2,19,7,1," Mumbai",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"BDS, MDS - Periodontics","6 years experience","Jubilee Hills, Hyderabad","Dentist",200,2,6,6,2," Hyderabad",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"MBBS, MS - ENT","19 years experience","Shalimar Bagh, Delhi","ENT Specialist",800,2,19,4,4," Delhi",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"MBBS, MD - Medicine","39 years experience","Saket, Delhi","General Medicine",100,2,39,4,5," Delhi",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"MBBS, MD - Medicine","47 years experience","Banashankari 2nd Stage, Bangalore","General Medicine",500,2,47,1,5," Bangalore",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"MBBS, DDV","16 years experience","Kukatpally, Hyderabad","Dermatologists",400,2,16,6,3," Hyderabad",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"BAMS, MD - Ayurveda Medicine","12 years experience","Koramangala 4 Block, Bangalore","Ayurveda",150,2,12,1,1," Bangalore",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"MS - ENT, MBBS, DNB","13 years experience","KPHB, Hyderabad","ENT Specialist",400,3,13,6,4," Hyderabad",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"MBBS, DNB - Otorhinolaryngology","11 years experience","Dwarka Sector 3, Delhi","ENT Specialist",550,2,11,4,4," Delhi",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"BAMS, Advance Diploma in Nutrition and Dietetics, Certificate in Yoga & Meditation","5 years experience","Banashankari 2nd Stage, Bangalore","Ayurveda",300,3,5,1,1," Bangalore",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"MBBS, DDV","29 years experience","Vijayanagar, Bangalore","Dermatologists",350,2,29,1,3," Bangalore",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"MBBS","16 years experience","Dadar, Mumbai","General Medicine",800,1,16,7,5," Mumbai",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"MBBS, MD - General Medicine","41 years experience","Old Rajendra Nagar, Delhi","General Medicine",100,2,41,4,5," Delhi",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
"MBBS, MD - General Medicine","13 years experience","Tambaram West, Chennai","General Medicine",300,2,13,2,5," Chennai",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"BDS, MSc - Forensic Odontology","12 years experience","Ramanathapuram, Coimbatore","Dentist",100,2,12,3,2," Coimbatore",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
